,json,title_rough,check,title,imdb_id,big_json,seasons,cancelled,runtime,genres,parental_rating,imdb_rating,release_date,plot,year,type,votes,metascore,keywords,first_year,is_new
1862,"{u'imdbID': u'tt0244627', u'Title': u'Level 9', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–2001'}",October 27 - Level 9,1,Level 9,tt0244627,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Level 9', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Director': u'N/A', u'Released': u'27 Oct 2000', u'Actors': u'Fab Filippo, Kate Hodge, Michael Kelly, Romany Malco', u'Year': u'2000–2001', u'Genre': u'Sci-Fi, Drama, Action', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'149', u'imdbID': u'tt0244627'}",1,1,60 min,"Sci-Fi, Drama, Action",,7.3,27 Oct 2000,,2000–2001,series,149,,"[hacker, internet, police, number in title]",2000,0
1863,"{u'imdbID': u'tt0247090', u'Title': u'Normal, Ohio', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWNjYzQ2NjItMzBhMi00OTYzLTg2NTUtYzcyYzQ4YzBlNDgyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Year': u'2000–2001'}","November 1 - Normal, Ohio",1,"Normal, Ohio",tt0247090,"{u'totalSeasons': u'1', u'Plot': u'About a grown man (played by John Goodman) who moves back home after coming out that he is gay.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Normal, Ohio', u'Country': u'USA', u'Writer': u'Bob Kushell, Bonnie Turner, Terry Turner', u'Metascore': u'N/A', u'imdbRating': u'5.9', u'Director': u'N/A', u'Released': u'01 Nov 2000', u'Actors': u'Greg Pitts, John Goodman, Joely Fisher, Anita Gillette', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'1 win.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWNjYzQ2NjItMzBhMi00OTYzLTg2NTUtYzcyYzQ4YzBlNDgyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'imdbVotes': u'141', u'imdbID': u'tt0247090'}",1,1,30 min,Comedy,,5.9,01 Nov 2000,About a grown man (played by John Goodman) who moves back home after coming out that he is gay.,2000–2001,series,141,,"[gay father, gay interest, homosexuality, gay parent, homosexual]",2000,0
1864,"{u'imdbID': u'tt0247135', u'Title': u'The $treet', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BY2YxNGEzMDktYzkzYS00N2M4LWI0ZDktMzJhMmQwY2Q1Y2Q1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Year': u'2000–2001'}",November 1 - The $treet,1,The $treet,tt0247135,"{u'totalSeasons': u'N/A', u'Plot': u'Set in the world of corporate stock trading, ""The $treet"" follows the lives of a group of employees working in a small New York City Wall Street trading company whom include expert broker Jack Kenderson, naive intern Tim Sherman, slick trader Mark McConnell, sexist office lout Freddy Sacker, outgoing trader Adam Mitchell, lead executive Tom Divack, receptionist Donna Pasqua, fellow trader Bridget Deshiell, Jack's lawyer fiance Alexandra Brill, and the tough new brokerage supervisor Catherine Miller whom is always at odds with Sacker and the other male employees.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The $treet', u'Country': u'USA', u'Writer': u'Darren Star, Jeff Rake', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Director': u'N/A', u'Released': u'01 Nov 2000', u'Actors': u'Tom Everett Scott, Nina Garbiras, Christian Campbell, Melissa De Sousa', u'Year': u'2000–2001', u'Genre': u'Drama', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BY2YxNGEzMDktYzkzYS00N2M4LWI0ZDktMzJhMmQwY2Q1Y2Q1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'imdbVotes': u'255', u'imdbID': u'tt0247135'}",0,0,60 min,Drama,,7.2,01 Nov 2000,"Set in the world of corporate stock trading, ""The $treet"" follows the lives of a group of employees working in a small New York City Wall Street trading company whom include expert broker Jack Kenderson, naive intern Tim Sherman, slick trader Mark McConnell, sexist office lout Freddy Sacker, outgoing trader Adam Mitchell, lead executive Tom Divack, receptionist Donna Pasqua, fellow trader Bridget Deshiell, Jack's lawyer fiance Alexandra Brill, and the tough new brokerage supervisor Catherine Miller whom is always at odds with Sacker and the other male employees.",2000–2001,series,255,,"[new york city, stock trading, manhattan new york city, wall street manhattan new york city, dollar sign in title]",2000,0
1865,"{u'imdbID': u'tt0260653', u'Title': u'Sheep in the Big City', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BZjZhMjZhMzEtNzMwYi00NjA5LTg5ZTctZDYyOTczNWUxY2VkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg', u'Year': u'2000–'}",November 4 - Sheep in the Big City,1,Sheep in the Big City,tt0260653,"{u'totalSeasons': u'2', u'Plot': u'A military base builds a ray gun to take over and/or destory the world. What is needed to power this gun is a sheep, when a sheep of a small country farm is chosen it escapes to a nearby city and the chase is on...', u'Rated': u'TV-Y', u'Response': u'True', u'Language': u'English', u'Title': u'Sheep in the Big City', u'Country': u'USA', u'Writer': u'Mo Willems', u'Metascore': u'N/A', u'imdbRating': u'7.5', u'Director': u'N/A', u'Released': u'04 Nov 2000', u'Actors': u'Kevin Seal, Mo Willems, Ken Schatz, Stephanie D'Abruzzo', u'Year': u'2000–', u'Genre': u'Animation, Comedy', u'Awards': u'1 nomination.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BZjZhMjZhMzEtNzMwYi00NjA5LTg5ZTctZDYyOTczNWUxY2VkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg', u'imdbVotes': u'859', u'imdbID': u'tt0260653'}",2,0,30 min,"Animation, Comedy",TV-Y,7.5,04 Nov 2000,"A military base builds a ray gun to take over and/or destory the world. What is needed to power this gun is a sheep, when a sheep of a small country farm is chosen it escapes to a nearby city and the chase is on...",2000–,series,859,,"[sheep, satire, surrealism, animal name in title, animal in title, cartoon sheep, character name in title]",2000,0
1866,"{u'imdbID': u'tt0262985', u'Title': u'Queer as Folk', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjgzMjc3MzY5N15BMl5BanBnXkFtZTcwNzM0OTcyMQ@@._V1_SX300.jpg', u'Year': u'2000–2005'}",December 3 - Queer as Folk,1,Queer as Folk,tt0262985,"{u'totalSeasons': u'5', u'Plot': u'The lives and loves of a group of gay friends living in Pittsburgh, Pennsylvania.', u'Rated': u'TV-MA', u'Response': u'True', u'Language': u'English', u'Title': u'Queer as Folk', u'Country': u'USA, Canada', u'Writer': u'Ron Cowen, Daniel Lipman', u'Metascore': u'N/A', u'imdbRating': u'8.3', u'Director': u'N/A', u'Released': u'03 Dec 2000', u'Actors': u'Michelle Clunie, Thea Gill, Gale Harold, Randy Harrison', u'Year': u'2000–2005', u'Genre': u'Drama, Romance', u'Awards': u'8 wins & 34 nominations.', u'Runtime': u'47 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjgzMjc3MzY5N15BMl5BanBnXkFtZTcwNzM0OTcyMQ@@._V1_SX300.jpg', u'imdbVotes': u'15,297', u'imdbID': u'tt0262985'}",5,0,47 min,"Drama, Romance",TV-MA,8.3,03 Dec 2000,"The lives and loves of a group of gay friends living in Pittsburgh, Pennsylvania.",2000–2005,series,"15,297",,"[gay, friend, pittsburgh pennsylvania, pennsylvania, friendship, sex, gay love, hustler, gay adoption, adoption, diner, supportive mom, comic book, artist, on off relationship, gay club, nightclub, advertising executive, human immunodeficiency virus positive, aids, family relationships, uncle nephew relationship, mother son relationship, kiss, gay kiss, gay sex, promiscuity, group of friends, sperm donor, same sex parents, lesbian relationship, lesbian couple, lesbian interest, male male relationship, best friend relationship, best friend, barefoot, lesbian mother, gay parent, gay father, older man younger man relationship, lesbianism, female nudity, friendship between men, promiscuous man, boyfriend boyfriend relationship, shower, club, circuit party, unrequited love, lesbian, sex in shower, gay bar, affair, accountant, cruising, gay friend, coming out, homosexual, based on british tv series, discrimination, homosexuality, male nudity, gay bashing, homoeroticism, gay teenager, love at first sight, twenty something, remake, same sex situation, emotionally unavailable]",2000,0
1867,"{u'imdbID': u'tt1711386', u'Title': u'Dag', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzODI5ODYyNl5BMl5BanBnXkFtZTgwNDkzNjkxNzE@._V1_SX300.jpg', u'Year': u'2010–'}",November 14 - DAG,1,DAG,tt1711386,"{u'totalSeasons': u'4', u'Plot': u'Dag is a Norwegian comedy series about a marriage counselor who think people should live in solitude. He hates spending time with other people, except from his friend Benedict who is struggling to be faithful in his own relationship. Dags life changes when his well-meaning sister, Marianne, forces him to go on his nineteenth blind-date with her old childhood friend, Eva.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'Norwegian', u'Title': u'Dag', u'Country': u'Norway', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'8.6', u'Director': u'N/A', u'Released': u'30 Sep 2010', u'Actors': u'Atle Antonsen, Tuva Novotny, Anders Baasmo Christiansen, Agnes Kittelsen', u'Year': u'2010–', u'Genre': u'Comedy, Drama', u'Awards': u'5 wins & 15 nominations.', u'Runtime': u'23 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzODI5ODYyNl5BMl5BanBnXkFtZTgwNDkzNjkxNzE@._V1_SX300.jpg', u'imdbVotes': u'2,934', u'imdbID': u'tt1711386'}",4,0,23 min,"Comedy, Drama",,8.6,30 Sep 2010,"Dag is a Norwegian comedy series about a marriage counselor who think people should live in solitude. He hates spending time with other people, except from his friend Benedict who is struggling to be faithful in his own relationship. Dags life changes when his well-meaning sister, Marianne, forces him to go on his nineteenth blind-date with her old childhood friend, Eva.",2010–,series,"2,934",,[],2010,0
1868,"{u'imdbID': u'tt0295770', u'Title': u'DJ Games', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",December 4 - DJ Games,1,DJ Games,tt0295770,"{u'totalSeasons': u'N/A', u'Plot': u'Daily documentary series featuring radio call-in games as hosted by morning and afternoon-drive disc jockeys.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'DJ Games', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Director': u'N/A', u'Released': u'04 Dec 2000', u'Actors': u'N/A', u'Year': u'2000–', u'Genre': u'Family', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'N/A', u'imdbID': u'tt0295770'}",0,0,,Family,,,04 Dec 2000,Daily documentary series featuring radio call-in games as hosted by morning and afternoon-drive disc jockeys.,2000–,series,,,[non fiction],2000,0
1869,"{u'imdbID': u'tt0270763', u'Title': u'Dot Comedy', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",December 8 - Dot Comedy,1,Dot Comedy,tt0270763,"{u'totalSeasons': u'N/A', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Dot Comedy', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'2.2', u'Director': u'N/A', u'Released': u'08 Dec 2000', u'Actors': u'Annabelle Gurwitch, Katie Puckrik, Jason Sklar, Randy Sklar', u'Year': u'2000–', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'5', u'imdbID': u'tt0270763'}",0,0,30 min,Comedy,,2.2,08 Dec 2000,,2000–,series,5,,"[television flop, short lived, remake, non fiction]",2000,0
1870,"{u'imdbID': u'tt0297512', u'Title': u'The Brak Show', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTIyMjM2NjA3MF5BMl5BanBnXkFtZTcwMzE5NzQzMQ@@._V1_SX300.jpg', u'Year': u'2000–2004'}",December 21 - The Brak Show,1,The Brak Show,tt0297512,"{u'totalSeasons': u'3', u'Plot': u'""The Brak Show is a story of a neighborhood. It's the story of a family. It's the story of what happens when adults have children and those children go to school. And Brak is in it. He lives in a house. A house on a quiet street not unlike yours or mine. A house in a neighborhood. That's The Brak Show."" So goes Cartoon network's description of the new sitcom starring Brak, the absent-minded space pirate from the Space Ghost cartoons. He goes through the all the typical sitcom situations with his friend Zorak. Also along for the ride are Brak's parents, his brother Sisto, and his next-door neighbor Thundercleese.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'The Brak Show', u'Country': u'USA', u'Writer': u'Jim Fortier, Andy Merrill, Pete Smith', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Director': u'N/A', u'Released': u'21 Dec 2000', u'Actors': u'Andy Merrill, C. Martin Croker, George Lowe, Carey Means', u'Year': u'2000–2004', u'Genre': u'Animation, Comedy, Sci-Fi', u'Awards': u'N/A', u'Runtime': u'15 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTIyMjM2NjA3MF5BMl5BanBnXkFtZTcwMzE5NzQzMQ@@._V1_SX300.jpg', u'imdbVotes': u'2,654', u'imdbID': u'tt0297512'}",3,0,15 min,"Animation, Comedy, Sci-Fi",TV-PG,7.1,21 Dec 2000,"""The Brak Show is a story of a neighborhood. It's the story of a family. It's the story of what happens when adults have children and those children go to school. And Brak is in it. He lives in a house. A house on a quiet street not unlike yours or mine. A house in a neighborhood. That's The Brak Show."" So goes Cartoon network's description of the new sitcom starring Brak, the absent-minded space pirate from the Space Ghost cartoons. He goes through the all the typical sitcom situations with his friend Zorak. Also along for the ride are Brak's parents, his brother Sisto, and his next-door neighbor Thundercleese.",2000–2004,series,"2,654",,"[sitcom, villain, villain played by lead actor, laugh track, spin off, late night, based on tv series, super villain, adult animation, hanna barbera, trumpeter, guitarist, drummer, violence, stupidity, singing, robot, peer pressure, newspaper, insult, destruction, bully, best friend, alien, advice, character name in title]",2000,0
1871,"{u'imdbID': u'tt0278877', u'Title': u'Sealab 2021', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMTU3MzYxMV5BMl5BanBnXkFtZTcwODc3NDUyMQ@@._V1._CR6,5,363,485_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg', u'Year': u'2000–2005'}",December 21 - Sealab 2021,1,Sealab 2021,tt0278877,"{u'totalSeasons': u'5', u'Plot': u'The year is 2021. Deep below the ocean's surface, looms a vast, magnificently high-tech compound: Sealab. A multi-national scientific station with an annual budget in the trillions, dedicated to the research and exploration of man's final frontier... Sealab's crew is charged with exploring the possibility of underwater colonization. As the Earth's surface, by this time, has gotten just generally crowded, hot, and icky. However, as most government-funded agencies usually are, Sealab is manned by a motley collection of malcontents and screw-ups who were unfit for work in the private sector. They really don't get any research done, but instead spend their time bickering among themselves. Or just plain goofing off. The crew have manipulated their luckless leader, Captain Murphy, into submission, and are content to ride the government clock, raking in fat, hazardous-duty paychecks.', u'Rated': u'TV-14', u'Response': u'True', u'Language': u'English', u'Title': u'Sealab 2021', u'Country': u'USA', u'Writer': u'Adam Reed, Matt Thompson', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Director': u'N/A', u'Released': u'21 Dec 2000', u'Actors': u'Ellis Henican, Brett Butler, Bill Lobley, Kate Miller', u'Year': u'2000–2005', u'Genre': u'Animation, Comedy, Sci-Fi', u'Awards': u'N/A', u'Runtime': u'11 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMTU3MzYxMV5BMl5BanBnXkFtZTcwODc3NDUyMQ@@._V1._CR6,5,363,485_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg', u'imdbVotes': u'5,495', u'imdbID': u'tt0278877'}",5,0,11 min,"Animation, Comedy, Sci-Fi",TV-14,8.0,21 Dec 2000,"The year is 2021. Deep below the ocean's surface, looms a vast, magnificently high-tech compound: Sealab. A multi-national scientific station with an annual budget in the trillions, dedicated to the research and exploration of man's final frontier... Sealab's crew is charged with exploring the possibility of underwater colonization. As the Earth's surface, by this time, has gotten just generally crowded, hot, and icky. However, as most government-funded agencies usually are, Sealab is manned by a motley collection of malcontents and screw-ups who were unfit for work in the private sector. They really don't get any research done, but instead spend their time bickering among themselves. Or just plain goofing off. The crew have manipulated their luckless leader, Captain Murphy, into submission, and are content to ride the government clock, raking in fat, hazardous-duty paychecks.",2000–2005,series,"5,495",,"[2020s, hanna barbera, underwater, spoof, spin off, 21st century, title at the end, based on tv series, family relationships, adult animation, digit in title, surrealism, wet suit, scheme, promiscuity, interracial relationship, diversity, stupidity, pixilated nudity, genius, absurd humor, undersea installation, number in title]",2000,0
1872,"{u'imdbID': u'tt0297494', u'Title': u'Aqua Teen Hunger Force', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTAwMzg5OTEwODJeQTJeQWpwZ15BbWU4MDgzOTU4MDMx._V1_SX300.jpg', u'Year': u'2000–2015'}",December 30 - Aqua Teen Hunger Force,1,Aqua Teen Hunger Force,tt0297494,"{u'totalSeasons': u'11', u'Plot': u'The misadventures of a milkshake, an order of fries, a meatball, and their retired next door neighbor in the suburbs of New Jersey.', u'Rated': u'TV-MA', u'Response': u'True', u'Language': u'English', u'Title': u'Aqua Teen Hunger Force', u'Country': u'USA', u'Writer': u'Dave Willis, Matt Maiellaro', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Director': u'N/A', u'Released': u'30 Dec 2000', u'Actors': u'Dave Willis, Dana Snyder, Carey Means', u'Year': u'2000–2015', u'Genre': u'Animation, Comedy', u'Awards': u'3 nominations.', u'Runtime': u'15 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTAwMzg5OTEwODJeQTJeQWpwZ15BbWU4MDgzOTU4MDMx._V1_SX300.jpg', u'imdbVotes': u'18,775', u'imdbID': u'tt0297494'}",11,0,15 min,"Animation, Comedy",TV-MA,7.7,30 Dec 2000,"The misadventures of a milkshake, an order of fries, a meatball, and their retired next door neighbor in the suburbs of New Jersey.",2000–2015,series,"18,775",,"[milkshake, french fries, battle, villain, meat, ghost, new jersey, mad scientist, food, video game, critically acclaimed, atari, late night, irreverence, scatological humor, gross out comedy, absurdism, fight, courage, adult humor, future, intelligence, stereotype, android, monster, blood, super villain, actor playing multiple roles, alien, cyborg, outer space, time travel, adult animation, super hero, super power, stupidity, violence, robot, cult tv, friend, friendship, surrealism, controversy, fast food, real life terrorism scare, boston massachusetts, farce, explosion, death, hero, anti hero, suicide, stabbed in the back, severed hand, resurrection, gore, exploding body, crushed to death, back from the dead, trio, swimming pool, laziness, funny accent]",2000,0
